																Vergleich der Annotator:innen										Vergleich der Annotator:innen mit Goldstandard von Alina			
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
lachend	sound_quality	lachend	1	lachend	2	2	2	lachend	2	lachend	2	2	2	lachend	2	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
aus	character_sound	aus	0	aus	1	1	1	aus	1	aus	1	1	1	aus	1	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Er	O	Er	0	Er	0	0	0	Er	0	Er	0	0	0	Er	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ließ	O	ließ	0	ließ	0	0	0	ließ	0	ließ	0	0	0	ließ	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
schnell	O	schnell	0	schnell	0	0	0	schnell	0	schnell	0	0	0	schnell	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Hand	O	Hand	0	Hand	0	0	0	Hand	0	Hand	0	0	0	Hand	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sinken	O	sinken	0	sinken	0	0	0	sinken	0	sinken	0	0	0	sinken	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gräfin	O	Gräfin	0	Gräfin	0	0	0	Gräfin	0	Gräfin	0	0	0	Gräfin	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
fuhr	character_sound	fuhr	0	fuhr	1	1	1	fuhr	1	fuhr	0	1	1	fuhr	1	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
fort	character_sound	fort	0	f0rt	1	1	1	f0rt	1	f0rt	0	1	1	f0rt	1	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
:	O	:	0	:	0	0	0	:	0	:	0	0	0	:	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Neben	O	Neben	0	Neben	0	0	0	Neben	0	Neben	0	0	0	Neben	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dem	O	dem	0	dem	0	0	0	dem	0	dem	0	0	0	dem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Grab	O	Grab	0	Grab	0	0	0	Grab	0	Grab	0	0	0	Grab	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
als	O	als	0	als	0	0	0	als	0	als	0	0	0	als	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ob	O	ob	0	0b	0	0	0	0b	0	0b	0	0	0	0b	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sich	O	sich	0	sich	0	0	0	sich	0	sich	0	0	0	sich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
s	O	s	0	s	0	0	0	s	0	s	0	0	0	s	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nicht	O	nicht	0	nicht	0	0	0	nicht	0	nicht	0	0	0	nicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
näher	O	näher	0	näher	0	0	0	näher	0	näher	0	0	0	näher	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
getraute	O	getraute	0	getraute	0	0	0	getraute	0	getraute	0	0	0	getraute	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ist	O	ist	0	ist	0	0	0	ist	0	ist	0	0	0	ist	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ein	O	ein	0	ein	0	0	0	ein	0	ein	0	0	0	ein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kreuzerl	O	Kreuzerl	0	Kreuzerl	0	0	0	Kreuzerl	0	Kreuzerl	0	0	0	Kreuzerl	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
aus	O	aus	0	aus	0	0	0	aus	0	aus	0	0	0	aus	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zwei	O	zwei	0	zwei	0	0	0	zwei	0	zwei	0	0	0	zwei	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dünnen	O	dünnen	0	dünnen	0	0	0	dünnen	0	dünnen	0	0	0	dünnen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Latten	O	Latten	0	Latten	0	0	0	Latten	0	Latten	0	0	0	Latten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
aufgepflanzt	O	aufgepflanzt	0	aufgepflanzt	0	0	0	aufgepflanzt	0	aufgepflanzt	0	0	0	aufgepflanzt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ein	O	ein	0	ein	0	0	0	ein	0	ein	0	0	0	ein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gebogener	O	gebogener	0	geb0gener	0	0	0	geb0gener	0	geb0gener	0	0	0	geb0gener	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Nagel	O	Nagel	0	Nagel	0	0	0	Nagel	0	Nagel	0	0	0	Nagel	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
in	O	in	0	in	0	0	0	in	0	in	0	0	0	in	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Mitte	O	Mitte	0	Mitte	0	0	0	Mitte	0	Mitte	0	0	0	Mitte	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zusammenhält	O	zusammenhält	0	zusammenhält	0	0	0	zusammenhält	0	zusammenhält	0	0	0	zusammenhält	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
es	O	es	0	es	0	0	0	es	0	es	0	0	0	es	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
steht	O	steht	0	steht	0	0	0	steht	0	steht	0	0	0	steht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ein	O	ein	0	ein	0	0	0	ein	0	ein	0	0	0	ein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Name	O	Name	0	Name	0	0	0	Name	0	Name	0	0	0	Name	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
drauf	O	drauf	0	drauf	0	0	0	drauf	0	drauf	0	0	0	drauf	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
:	O	:	0	:	0	0	0	:	0	:	0	0	0	:	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Resel	O	Resel	0	Resel	0	0	0	Resel	0	Resel	0	0	0	Resel	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Man	O	Man	0	Man	0	0	0	Man	0	Man	0	0	0	Man	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
kann	O	kann	0	kann	0	0	0	kann	0	kann	0	0	0	kann	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
s	O	s	0	s	0	0	0	s	0	s	0	0	0	s	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
noch	O	noch	0	n0ch	0	0	0	n0ch	0	n0ch	0	0	0	n0ch	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ausnehmen	O	ausnehmen	0	ausnehmen	0	0	0	ausnehmen	0	ausnehmen	0	0	0	ausnehmen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
trotzdem	O	trotzdem	0	tr0tzdem	0	0	0	tr0tzdem	0	tr0tzdem	0	0	0	tr0tzdem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Buchstaben	O	Buchstaben	0	Buchstaben	0	0	0	Buchstaben	0	Buchstaben	0	0	0	Buchstaben	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
vom	O	vom	0	v0m	0	0	0	v0m	0	v0m	0	0	0	v0m	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Regen	O	Regen	0	Regen	1	0	0	Regen	0	Regen	0	0	0	Regen	0	nÜ	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	Ü	Ü	Ü	Ü
halb	O	halb	0	halb	0	0	0	halb	0	halb	0	0	0	halb	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
verwischt	O	verwischt	0	verwischt	0	0	0	verwischt	0	verwischt	0	0	0	verwischt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
so	O	so	0	s0	0	0	0	s0	0	s0	0	0	0	s0	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
krumm	O	krumm	0	krumm	0	0	0	krumm	0	krumm	0	0	0	krumm	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sind	O	sind	0	sind	0	0	0	sind	0	sind	0	0	0	sind	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wie	O	wie	0	wie	0	0	0	wie	0	wie	0	0	0	wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wenn	O	wenn	0	wenn	0	0	0	wenn	0	wenn	0	0	0	wenn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ein	O	ein	0	ein	0	0	0	ein	0	ein	0	0	0	ein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kind	O	Kind	0	Kind	0	0	0	Kind	0	Kind	0	0	0	Kind	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geschrieben	O	geschrieben	0	geschrieben	0	0	0	geschrieben	0	geschrieben	0	0	0	geschrieben	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hätte	O	hätte	0	hätte	0	0	0	hätte	0	hätte	0	0	0	hätte	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kein	O	Kein	0	Kein	0	0	0	Kein	0	Kein	0	0	0	Kein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kind	O	Kind	0	Kind	0	0	0	Kind	0	Kind	0	0	0	Kind	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
versetzte	character_sound	versetzte	0	versetzte	1	1	1	versetzte	1	versetzte	1	1	1	versetzte	1	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Förster	O	Förster	0	Förster	0	0	0	Förster	0	Förster	0	0	0	Förster	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
aber	O	aber	0	aber	0	0	0	aber	0	aber	0	0	0	aber	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einer	O	einer	0	einer	0	0	0	einer	0	einer	0	0	0	einer	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geworden	O	geworden	0	gew0rden	0	0	0	gew0rden	0	gew0rden	0	0	0	gew0rden	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ist	O	ist	0	ist	0	0	0	ist	0	ist	0	0	0	ist	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wie	O	wie	0	wie	0	0	0	wie	0	wie	0	0	0	wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ein	O	ein	0	ein	0	0	0	ein	0	ein	0	0	0	ein	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kind	O	Kind	0	Kind	0	0	0	Kind	0	Kind	0	0	0	Kind	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
…	O	…	0	…	0	0	0	…	0	…	0	0	0	…	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Hochgräfliche	O	Hochgräfliche	0	H0chgräfliche	0	0	0	H0chgräfliche	0	H0chgräfliche	0	0	0	H0chgräfliche	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gnaden	O	Gnaden	0	Gnaden	0	0	0	Gnaden	0	Gnaden	0	0	0	Gnaden	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
haben	O	haben	0	haben	0	0	0	haben	0	haben	0	0	0	haben	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihn	O	ihn	0	ihn	0	0	0	ihn	0	ihn	0	0	0	ihn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
noch	O	noch	0	n0ch	0	0	0	n0ch	0	n0ch	0	0	0	n0ch	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gekannt	O	gekannt	0	gekannt	0	0	0	gekannt	0	gekannt	0	0	0	gekannt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wandte	character_sound	wandte	0	wandte	1	1	1	wandte	1	wandte	1	1	1	wandte	1	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
er	O	er	0	er	0	0	0	er	0	er	0	0	0	er	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sich	O	sich	0	sich	0	0	0	sich	0	sich	1	0	0	sich	0	nÜ	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü
an	character_sound	an	0	an	1	1	1	an	1	an	0	1	1	an	1	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
den	O	den	0	den	0	0	0	den	0	den	0	0	0	den	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Grafen	O	Grafen	0	Grafen	0	0	0	Grafen	0	Grafen	0	0	0	Grafen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
den	O	den	0	den	0	0	0	den	0	den	0	0	0	den	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
alten	O	alten	0	alten	0	0	0	alten	0	alten	0	0	0	alten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Vitalis	O	Vitalis	0	Vitalis	0	0	0	Vitalis	0	Vitalis	0	0	0	Vitalis	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
den	O	den	0	den	0	0	0	den	0	den	0	0	0	den	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Großen	O	Großen	0	Gr0ßen	0	0	0	Gr0ßen	0	Gr0ßen	0	0	0	Gr0ßen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Dicken	O	Dicken	0	Dicken	0	0	0	Dicken	0	Dicken	0	0	0	Dicken	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mit	O	mit	0	mit	0	0	0	mit	0	mit	0	0	0	mit	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dem	O	dem	0	dem	0	0	0	dem	0	dem	0	0	0	dem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
rosenfarbigen	O	rosenfarbigen	0	r0senfarbigen	0	0	0	r0senfarbigen	0	r0senfarbigen	0	0	0	r0senfarbigen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gesicht	O	Gesicht	0	Gesicht	0	0	0	Gesicht	0	Gesicht	0	0	0	Gesicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Ja	O	Ja	0	Ja	0	0	0	Ja	0	Ja	0	0	0	Ja	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ja	O	ja	0	ja	0	0	0	ja	0	ja	0	0	0	ja	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ich	O	ich	0	ich	0	0	0	ich	0	ich	0	0	0	ich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
